1,A,S
2,A,C
3,A,D
4,A,H
5,2,S
6,2,C
7,2,D
8,2,H
9,3,S
10,3,C
11,3,D
12,3,H
13,4,S
14,4,C
15,4,D
16,4,H
17,5,S
18,5,C
19,5,D
20,5,H
21,6,S
22,6,C
23,6,D
24,6,H
25,7,S
26,7,C
27,7,D
28,7,H
29,8,S
30,8,C
31,8,D
32,8,H
33,9,S
34,9,C
35,9,D
36,9,H
37,10,S
38,10,C
39,10,D
40,10,H
41,K,S
42,K,C
43,K,D
44,K,H
45,Q,S
46,Q,C
47,Q,D
48,Q,H
49,J,S
50,J,C
51,J,D
52,J,H
